b_bookkey,b_authorkey,b_genre,title
7558,7558,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Media Tie In']",Walt Disney's Dumbo (A Little Golden Book)
7559,7559,"['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Science Fiction Fantasy']",The Gods of Mars (Barsoom #2)
7560,7560,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Arthurian', 'Adventure']","Silver on the Tree (The Dark is Rising, #5)"
7561,7561,"['Nonfiction', 'History', 'India', 'Politics', 'Memoir', 'Indian Literature', 'Biography']",Our Moon Has Blood Clots: The Exodus of the Kashmiri Pandits
7562,7562,"['Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'History', 'Autobiography']",The Singing Creek Where the Willows Grow
7563,7563,[],"Dom Wars: Round 3 & 4 (Dom Wars, #3-4)"
7564,7564,[],The Eyes of Mikra
7565,7565,[],Curse of the Purple Delhi Sapphire (Temple of Indra Series)
7566,7566,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Teen', 'Realistic Fiction', 'Chick Lit']","Honey, Baby, Sweetheart"
7567,7567,[],Chase of Choices
7568,7568,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Young Adult Contemporary']",The Statistical Probability of Love at First Sight
7569,7569,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']","The Crown (The Selection, #5)"
7570,7570,"['Fiction', 'Young Adult', 'Contemporary', 'Roman', 'Coming Of Age', 'Adult', 'School']",Death of a Superhero
7571,7571,[],Oasis Island
7572,7572,"['Politics', 'Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography']",A Fighting Chance
7573,7573,[],Rosebunny Designs - Adventures In Merryland
7574,7574,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'War', 'Romance', 'Germany']","White Rose, Black Forest"
7575,7575,"['Vampires', 'Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy']","Blood And Gold (The Vampire Chronicles, #8)"
7576,7576,"['Fiction', 'Philosophy', 'Novels', 'Literature', 'American', 'Contemporary', 'Literary Fiction']",Wittgenstein's Mistress
7577,7577,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']","The Last Olympian (Percy Jackson and the Olympians, #5)"
7578,7578,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']","The Midnight Line (Jack Reacher, #22)"
7579,7579,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Fairy Tales', 'Mythology']","The Girl in the Tower (The Winternight Trilogy, #2)"
7580,7580,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure']","Ship of Destiny (Liveship Traders, #3)"
7581,7581,"['Fiction', 'Epic', 'Drama', 'Novels', 'Contemporary']","Samantha's Revenge (Arcadia's Children, #1)"
7582,7582,"['Short Stories', 'Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Audiobook']",Exhalation
7583,7583,"['Fantasy', 'Dragons', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adventure', 'Adult']","The Dragon Keeper (Rain Wild Chronicles, #1)"
7584,7584,"['Young Adult', 'Science Fiction', 'Time Travel', 'Dystopia', 'Romance', 'Fantasy', 'Fiction']",All Our Yesterdays
7585,7585,"['Business', 'Finance', 'Nonfiction', 'Self Help', 'Money', 'Entrepreneurship', 'Personal Finance']",The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!
7586,7586,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Buisness', 'Self Help', 'Personal Development']",The Advantage: Why Organizational Health Trumps Everything Else In Business
7587,7587,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Buisness', 'Personal Development', 'Education']",Leading Change
7588,7588,"['Leadership', 'Business', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Psychology']",Leadership Is an Art
7589,7589,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Historical', 'Science Fiction Fantasy', 'Mythology']","Lady of Avalon (Avalon, #3)"
7590,7590,"['Fiction', 'Historical Fiction', 'Crime', 'Literature', 'American', 'Novels', '20th Century']",Legs
7591,7591,"['Dystopia', 'Young Adult', 'Fantasy', 'Romance', 'Science Fiction', 'Paranormal', 'Mermaids']","Renegade (The Elysium Chronicles, #1)"
7592,7592,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Poetry', 'Autobiography', 'Biography Memoir']",Journals
7593,7593,"['Philosophy', 'Psychology', 'Nonfiction', 'Sociology', 'Self Help', 'Politics', 'German Literature']",To Have or to Be? The Nature of the Psyche
7594,7594,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Gothic', 'Fiction', 'Southern Gothic']","Persuasion (The Heirs of Watson Island, #2)"
7595,7595,['Romance'],Ella's Love
7596,7596,"['China', 'History', 'Nonfiction', 'Politics', 'Asia', 'Journalism', 'World History']",The People's Republic of Amnesia: Tiananmen Revisited
7597,7597,"['History', 'Nonfiction', 'Biography', 'Germany', 'Memoir', 'War', 'World War II']",Until the Final Hour: Hitler's Last Secretary
7598,7598,[],The Book of Houdini
7599,7599,['Poetry'],Verse for Ages
7600,7600,"['Nonfiction', 'Music', 'Biography', 'Memoir', 'Audiobook', 'Autobiography', 'Biography Memoir']",Born to Run
7601,7601,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels']",Lost Illusions
7602,7602,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'Spy Thriller']","The Other Woman (Gabriel Allon, #18)"
7603,7603,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Magic']","The Kiss of Deception (The Remnant Chronicles, #1)"
7604,7604,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']",The Associate
7605,7605,"['Self Help', 'Nonfiction', 'Personal Development', 'Psychology', 'Philosophy', 'Reference', 'Business']","The Rules of Life: A Personal Code For Living A Better, Happier, More Successful Life"
7606,7606,"['Plays', 'Drama', 'Classics', 'School', 'Fiction', 'Read For School', 'Theatre']","Fences (The Century Cycle, #6)"
7607,7607,"['Plays', 'Drama', 'Classics', 'Fiction', 'Theatre', 'Literature', 'Irish Literature']",Major Barbara
7608,7608,"['Business', 'Nonfiction', 'Entrepreneurship', 'Design', 'Psychology', 'Management', 'Communication']",The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you
7609,7609,"['Fantasy', 'M M Romance', 'Romance', 'Dark', 'Paranormal', 'LGBT', 'Queer']","Dante's End (The Jailor, #1)"
7610,7610,"['Biography', 'History', 'Presidents', 'Nonfiction', 'Politics', 'American History', 'Us Presidents']",Coolidge
7611,7611,"['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'Novels', 'Adult', 'American History']",Charleston
7612,7612,"['Finance', 'Nonfiction']",Leap: Lifetime Economic Acceleration Process
7613,7613,"['Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Science Fiction', 'Audiobook', 'Thriller']",UR
7614,7614,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'American', 'Novels', 'Humor']",The Reivers
7615,7615,"['History', 'Nonfiction', 'Politics', 'War', 'Military Fiction', 'Terrorism', 'Espionage']","Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001"
7616,7616,"['Fiction', 'Novels', 'Short Stories', 'Classics', 'Literature', 'Politics', 'Historical Fiction']",Ø±Ø¬Ø§Ù„ ÙÙŠ Ø§Ù„Ø´Ù…Ø³
7617,7617,"['Fiction', 'Historical Fiction', 'Westerns', 'Short Stories', 'Classics', 'Historical', 'American']",Legends of the Fall
7618,7618,"['Romance', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","Lover Unbound (Black Dagger Brotherhood, #5)"
7619,7619,"['Romance', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","Lover Enshrined (Black Dagger Brotherhood, #6)"
7620,7620,"['Science', 'Nonfiction', 'Politics', 'History', 'Climate Change', 'Environment', 'Economics']",Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming
7621,7621,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","From Dead to Worse (Sookie Stackhouse, #8)"
7622,7622,"['Fantasy', 'Fiction', 'Science Fiction', 'Africa', 'Dystopia', 'Post Apocalyptic', 'Science Fiction Fantasy']","Who Fears Death (Who Fears Death, #1)"
7623,7623,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']","Moving Pictures (Discworld, #10; Industrial Revolution, #1)"
7624,7624,"['Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Fairy Tales', 'Adventure']","The Enchantress Returns (The Land of Stories, #2)"
7625,7625,[],Enlightenment
7626,7626,[],The Elemental Master
7627,7627,"['Fantasy', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Sword and Sorcery', 'Heroic Fantasy', 'Dark Fantasy']","The Golden Sword (Silistra, #2)"
7628,7628,"['Fiction', 'Historical Fiction', 'Classics', 'Race', 'Civil War', 'Historical', 'War']",Freedom Road
7629,7629,"['Politics', 'History', 'Nonfiction', 'International Relations', 'Political Science', 'Economics', 'World History']",World Order
7630,7630,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']","Magician: Master (The Riftwar Saga, #2)"
7631,7631,[],The Au Pair
7632,7632,"['India', 'Nonfiction', 'Travel', 'Religion', 'History', 'Spirituality', 'Asia']",Nine Lives
7633,7633,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime']","In a Dark, Dark Wood"
7634,7634,"['Fiction', 'Christmas', 'Religion', 'Novels', 'Literary Fiction', 'Holiday', 'New York']",Mr. Ives' Christmas
7635,7635,"['Fantasy', 'Fiction', 'Steampunk', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adult']","The Goblin Emperor (The Goblin Emperor, #1)"
7636,7636,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic']","Temple of the Winds (Sword of Truth, #4)"
7637,7637,"['Epic', 'Fiction', 'Contemporary']",Dark Horde Rising
7638,7638,"['Science Fiction', 'Fiction', 'Mystery', 'Science Fiction Fantasy', 'Robots', 'Classics', 'Detective']","The Robots of Dawn (Robot, #3)"
7639,7639,[],And Come Day's End: A Michael McKaybees Mystery
7640,7640,"['Fantasy', 'Romance', 'Fantasy Romance']",A Royal Obsession
7641,7641,"['Economics', 'Finance', 'Nonfiction', 'Business', 'Technology', 'Money', 'History']",The Bitcoin Standard: The Decentralized Alternative to Central Banking
7642,7642,"['Historical Fiction', 'Fiction', 'Historical', 'Tudor Period', 'British Literature', 'Audiobook', 'Adult']","The Last Tudor (The Plantagenet and Tudor Novels, #14)"
7643,7643,"['LGBT', 'Asexual']",Lap Dance! For Dystopia
7644,7644,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Historical Mystery', 'Adventure']","The Ape Who Guards the Balance (Amelia Peabody, #10)"
7645,7645,"['Fantasy', 'Fantasy Romance', 'LGBT', 'Romance', 'Dark Fantasy', 'Genderfluid', 'Fairies']",The Piper
7646,7646,"['Mystery', 'Fiction', 'Cozy Mystery', 'Cats', 'Animals', 'Crime', 'Mystery Thriller']",The Cat Who Sniffed Glue (Cat Who... #8)
7647,7647,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Novels', 'Travel', 'Unfinished']",London
7648,7648,"['Science Fiction', 'Fiction', 'Feminism', 'Classics', 'LGBT', 'Speculative Fiction', 'Gender']",The Female Man
7649,7649,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Gothic', 'Suspense', 'Contemporary']",The Lake of Dead Languages
7650,7650,"['Historical Fiction', 'Fiction', 'Magical Realism', 'Historical', 'Novels', 'Spanish Literature', 'Audiobook']",Island Beneath the Sea
7651,7651,"['Young Adult', 'Angels', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy']","Angelfire (Angelfire, #1)"
7652,7652,"['Mystery', 'Fiction', 'Crime', 'Historical Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller']","Chiefs (Will Lee, #1)"
7653,7653,"['France', 'Fiction', 'Classics', 'French Literature', 'Roman', 'Novels', '20th Century']",Promise at Dawn
7654,7654,"['Graphic Novels', 'Comics', 'Horror', 'Zombies', 'Fiction', 'Graphic Novels Comics', 'Comic Book']",Days Gone Bye (The Walking Dead #1)
7655,7655,"['Nonfiction', 'Music', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'American']",The Long Hard Road Out of Hell
7656,7656,"['Mystery', 'Fiction', 'Audiobook', 'Crime', 'Canada', 'Mystery Thriller', 'Adult']","The Beautiful Mystery (Chief Inspector Armand Gamache, #8)"
7657,7657,"['Classics', 'Plays', 'Fiction', 'Drama', 'Theatre', '19th Century', 'Literature']",A Woman of No Importance
7658,7658,"['Graphic Novels', 'Comics', 'Fiction', 'War', 'Post Apocalyptic', 'Politics', 'British Literature']",When the Wind Blows
7659,7659,[],Innocent Blood
7660,7660,"['Fiction', 'Contemporary', 'Novels', 'American', 'Literature', 'The United States Of America', 'Literary Fiction']",Sunset Park
7661,7661,"['Romance', 'Contemporary Romance', 'Music', 'New Adult', 'Contemporary', 'Musicians', 'Audiobook']","Stand (Bleeding Stars, #6)"
7662,7662,"['Mystery', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Humor', 'Adventure']","Who Could That Be at This Hour? (All the Wrong Questions, #1)"
7663,7663,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dark Fantasy', 'Audiobook', 'High Fantasy', 'Adventure']",Best Served Cold
7664,7664,"['Plays', 'Classics', 'Drama', 'Fiction', 'Humor', '18th Century', 'Theatre']",She Stoops to Conquer
7665,7665,"['Nonfiction', 'Feminism', 'Audiobook', 'Memoir', 'Womens', 'Biography', 'Self Help']",The Moment of Lift: How Empowering Women Changes the World
7666,7666,"['Crime', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Detective', 'British Literature']","Sleepyhead (Tom Thorne, #1)"
7667,7667,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']","Iron Lake (Cork O'Connor, #1)"
7668,7668,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Animals', 'Middle Grade', 'Humor']",The Giraffe and the Pelly and Me
7669,7669,"['Science Fiction', 'Fiction', 'Dystopia', 'Thriller', 'Post Apocalyptic', 'Climate Change Fiction', 'Fantasy']",The Water Knife
7670,7670,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'Crime']","The Heist (Gabriel Allon, #14)"
7671,7671,"['Mystery', 'Fiction', 'Crime', 'Animals', 'Humor', 'German Literature', 'Fantasy']",Three Bags Full
7672,7672,"['Fiction', 'Thriller', 'Horror', 'Mystery', 'Crime', 'Audiobook', 'Mystery Thriller']",Billy Summers
7673,7673,"['Poetry', 'Anthologies', 'Fiction', 'Literature', 'Poetry Plays', '21st Century', 'Contemporary']",Staying Alive: Real Poems for Unreal Times
7674,7674,"['Religion', 'Nonfiction', 'Memoir', 'Spirituality', 'Faith', 'Book Club', 'Christianity']","The Faith Club: A Muslim, A Christian, A Jew-- Three Women Search for Understanding"
7675,7675,"['Young Adult', 'Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Chick Lit', 'Realistic Fiction']",Going Too Far
7676,7676,"['Fiction', 'African American', 'Historical Fiction', 'Adult Fiction', 'Young Adult', 'Contemporary', 'Urban']","God Don't Like Ugly (God Don't Like Ugly, #1)"
7677,7677,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'British Literature', 'Novels', '20th Century']",The Old Wives' Tale
7678,7678,"['Fantasy', 'Adventure', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Science Fiction']",Jake Ransom and the Skull King's Shadow
7679,7679,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Childrens', 'Young Adult']","The Sword in the Stone (The Once and Future King, #1)"
7680,7680,"['Fiction', 'Historical Fiction', 'Ireland', 'Humor', 'Audiobook', 'Irish Literature', 'Historical']",An Irish Country Doctor (Irish Country #1)
7681,7681,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'History', 'Nature', 'Palaeontology']",Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body
7682,7682,"['Horror', 'Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Science Fiction', 'Literature']",The Complete Works of H.P. Lovecraft
7683,7683,"['Fiction', 'Christian Fiction', 'Christian', 'Adult Fiction', 'Inspirational', 'Contemporary', 'Novels']","Light from Heaven (Mitford Years, #9)"
7684,7684,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy']","Among the Barons (Shadow Children, #4)"
7685,7685,[],A Guide To To Kill A Mockingbird
7686,7686,"['Fiction', 'Novels']",The Testament of Vida Tremayne
7687,7687,"['Travel', 'Nonfiction', 'Reference', 'Adventure', 'History', 'Self Help', 'Geography']","1,000 Places to See Before You Die: A Traveler's Life List"
7688,7688,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Chapter Books']","Frog and Toad Are Friends (Frog and Toad, #1)"
7689,7689,"['Vampires', 'Romance', 'Adult', 'Fantasy']",The Sweetest Kill
7690,7690,"['Classics', 'Fiction', 'France', 'French Literature', 'Historical Fiction', '19th Century', 'Romance']",The Ladies' Paradise
7691,7691,"['Nonfiction', 'History', 'Swedish Literature', 'Biography', 'Travel', 'Sweden', 'Historical']",Expeditionen: Min kÃ¤rlekshistoria
7692,7692,[],A Chance For Love
7693,7693,"['Thriller', 'New Adult', 'Fiction', 'Contemporary', 'Adult', 'Crime', 'Young Adult']",Insincerity
7694,7694,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Thriller', 'Audiobook']","The Godwulf Manuscript (Spenser, #1)"
7695,7695,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Fiction', 'Young Adult Fantasy', 'Fairy Tales']",Heartless
7696,7696,"['Parenting', 'Nonfiction', 'Self Help', 'Psychology', 'Christian', 'Relationships', 'Family']",The Five Love Languages of Children
7697,7697,"['Nonfiction', 'Productivity', 'Self Help', 'Personal Development', 'Business', 'Psychology', 'Audiobook']",Make Time: How to Focus on What Matters Every Day
7698,7698,"['Fiction', 'Crime', 'Mystery', 'Noir', 'Thriller', 'Historical Fiction', 'Detective']",L.A. Confidential
7699,7699,"['Mystery', 'Crime', 'Thriller', 'Fiction', 'Mystery Thriller', 'Scandinavian Literature', 'Denmark']","The Absent One (Department Q, #2)"
7700,7700,"['Biography', 'Picture Books', 'Nonfiction', 'History', 'Childrens', 'Africa', 'Cultural']",Nelson Mandela
7701,7701,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Audiobook', 'Detective']","The Murder on the Links (Hercule Poirot, #2)"
