a_authorkey,a_authorname
8658,Jean Stein
8659,Mick Foley
8660,George Carlin
8661,Mark Owen
8662,Keith Robertson
8663,Richelle Mead
8664,John Fowles
8665,Jennifer L. Armentrout
8666,Marc Levy
8667,Amanda Cross
8668,Dervla McTiernan
8669,Geraldine Brooks
8670,Hella S. Haasse
8671,Miles Franklin
8672,Richard Condon
8673,Leon Uris
8674,Tom Sharpe
8675,Chuck Palahniuk
8676,Roland Barthes
8677,Barry Hughart
8678,Misba
8679,Margaret Wise Brown
8680,Roddy Doyle
8681,Darussalam
8682,Darussalam
8683,Richelle Mead
8684,James D. Watson
8685,David Brin
8686,Imre KertÃ©sz
8687,Cheri Huber
8688,Robert   Harris
8689,Mennonite Central Committee
8690,Edith Pattou
8691,Shannon Hale
8692,Eleanor Estes
8693,Carl Hiaasen
8694,Philip Larkin
8695,Jim Corbett
8696,Dorothy Kunhardt
8697,Anton Chekhov
8698,Jennifer L. Armentrout
8699,Terry Pratchett
8700,Charlotte M. Mason
8701,Zweig S.
8702,J. Maarten Troost
8703,Sophie Kinsella
8704,Paul Celan
8705,John Updike
8706,Michael Herr
8707,Mary Higgins Clark
8708,David Eddings
8709,Robert J. Sawyer
8710,MacKinlay Kantor
8711,James O. Born
8712,Rick Riordan
8713,Thomas B. Costain
8714,James Rollins
8715,Friedrich Nietzsche
8716,Lynsay Sands
8717,Richelle Mead
8718,Gioconda Belli
8719,Benvenuto Cellini
8720,Kristin Hannah
8721,Henry James
8722,Minette Walters
8723,Richard FariÃ±a
8724,Patricia Hermes
8725,Oliver Sacks
8726,Jennifer Vanderbes
8727,J.B. Priestley
8728,Marion Zimmer Bradley
8729,Antonis Samarakis
8730,Lisa Lutz
8731,Jaclyn Moriarty
8732,Bret Hart
8733,W. Somerset Maugham
8734,Tanya Wilkinson
8735,William Faulkner
8736,Tamora Pierce
8737,H.P. Lovecraft
8738,John Burnham Schwartz
8739,Michael Jordan
8740,Damon Runyon
8741,Molly Harper
8742,Cecelia Ahern
8743,Lisa Lutz
8744,Anonymous
8745,Jonathan Kellerman
8746,Andrew Matthews
8747,Henry Rollins
8748,Anthony Trollope
8749,Ralph Moody
8750,Jaclyn Friedman
8751,Bo Hampton
8752,Elisabeth Tova Bailey
8753,S.J. Perelman
8754,Samantha Young
8755,Jules Verne
8756,Ken Follett
8757,Xavier de Montepin
8758,Peter F. Hamilton
8759,Stephen Hunter
8760,William Goldman
8761,Frederick Marryat
8762,Sadegh Hedayat
8763,Shel Silverstein
8764,Rudyard Kipling
8765,Jennifer L. Armentrout
8766,Charles Bukowski
8767,Piers Anthony
8768,Anthony Hope
8769,Nikolai Gogol
8770,Summary Elite
8771,Vernor Vinge
8772,Ralph Moody
8773,Jonathan Swift
8774,Tom Rath
8775,Richelle Mead
8776,Charles Dickens
8777,Robert Marion
8778,Jennifer L. Armentrout
8779,Russell Hoban
8780,Yasunari Kawabata
8781,Marcus Tullius Cicero
8782,Ruth Logan Herne
8783,Bernard Cornwell
8784,David Eddings
8785,Thomas L. Friedman
8786,Deepak Chopra
8787,P.D. James
8788,C.G. Jung
8789,Alice Thomas Ellis
8790,AndrÃ© Gide
8791,Sandra Gulland
8792,Jill Mansell
8793,E. Nesbit
8794,Polly M. Robertus
8795,Mark Twain
8796,Salley Vickers
8797,Charles Dickens
8798,Ann Clare LeZotte
8799,Edgar Rice Burroughs
8800,Ingri d'Aulaire
8801,George Orwell
8802,Shel Silverstein
8803,Marie Lu
8804,Melanie Benjamin
8805,Lauren Southern
8806,Astrid Fitzgerald
8807,Cori Crooks
8808,Ronald Polizzi
8809,Don  Inman
8810,Patrisha Reece-Davies
8811,Nina Markovna
8812,Henry George
8813,Caroline   Miller
8814,Larken Rose
8815,Anne Bradshaw
8816,Bernard Goldberg
8817,May Nickerson Wallace
8818,Bernard Cornwell
8819,Kris D. Komarnitsky
8820,Cynthia Rogers Parks
8821,Guy Kawasaki
8822,Marjorie Kinnan Rawlings
8823,Ralph Moody
8824,The Worldwatch Institute
8825,Joseph Tsefanyahu Farkasdi
8826,Ogan Gurel
8827,J.R. Reardon
8828,Kiexiza Rodriquez
8829,Janie Reinart
8830,Mary Krome
8831,Jaron Lanier
8832,Sara Robinson
8833,Duane De Mello
8834,Mihaly Csikszentmihalyi
8835,K.M. Weiland
8836,William Cheek
8837,Joseph D. Pistone
8838,Marlene K. Slade
8839,Edmond Cheng
8840,Dorothy Koomson
8841,Michael Bialys
8842,Andrew Weaver
8843,Andy McNab
8844,Pamela K. Kinney
8845,Pramoedya Ananta Toer
8846,Kobina Amissah-Fynn
8847,Alice Batchelor Hambright
8848,Ryan Adam Smith
8849,Lynette Sloane
8850,Saket Suryesh
8851,Geoffrey Robertson
8852,Donald O'Donovan
8853,Gary Ballard
8854,Dan  Smith
8855,Myne Whitman
8856,Saul Williams
8857,Zoran Å½ivkoviÄ‡
8858,Dangerous Lee
8859,Daniele Lanzarotta
8860,Alma Hudson
8861,Sandra  Lott
8862,Laural Virtues Wauters
8863,Mercedes Lackey
8864,D.J. Kirkby
8865,Ø£Ø­Ù…Ø¯ Ø¹ÙƒØ§Ø´Ø©
8866,Ù†Ø²Ø§Ø± Ù‚Ø¨Ø§Ù†ÙŠ
8867,Chancery Stone
8868,J. Gale Morrison
8869,Alicia Hendley
8870,Nwaocha Ogechukwu
8871,Kimberly Raiser
8872,Charles Keith Hardman
8873,Adam Santo
8874,L. Anne Carrington
8875,Maria LÃºcia
8876,Fyodor Dostoevsky
8877,Asa Don Brown
8878,Joseph Frank
8879,Patrick Skelton
8880,Brian E. Niskala
8881,Kristie Dean
8882,Graham Greene
8883,James J. Hurtak
8884,John J. Blenkush
8885,Anna Borkowska
8886,Elizabeth O'Maley
8887,Ingrid Holm-Garibay
8888,Christina Moss
8889,Grant E. Brazell
8890,Russell Hoban
8891,David Housholder
8892,Rashaad Bell
8893,Carmela Ciuraru
8894,Jacob F. Roecker
8895,Adalbert Krei
8896,Yolanda Lewis
8897,John R. Allan
8898,Marcus Sedgwick
8899,Frederick Lee Brooke
8900,Kamala Markandaya
8901,Ted L. Nancy
8902,Joshua Heights
8903,Martin Treanor
8904,Samantha Towle
8905,Piri Thomas
8906,Jane Mendelsohn
8907,Robert A. Wascher
8908,Linda Hahn
8909,B.E. Scully
8910,Jos Borsboom
8911,P.D. Griffith
8912,C.L. Parker
8913,Joshua Wisenbaker
8914,Debbie Jones
8915,David B. Lentz
8916,Donna Dillon
8917,Ivan J. Torres
8918,William J. Coughlin
8919,Steve Hendricks
8920,Darlene Shortridge
8921,Kate le Vann
8922,Roma Calatayud-Stocks
8923,Julie Berry
8924,Roxana Jones
8925,Patti Roberts
8926,Sue Townsend
8927,Michael  Golding
8928,C.W. Trisef
8929,Rob Wegner / Michelle Wegner
8930,Gregor Golob
8931,Martin Lastrapes
8932,Carol Lavelle Snow
8933,Annelie Rozeboom
8934,Tim  Young
8935,Kate Horsley
8936,Randy Petsch
8937,Gary Paulsen
8938,Midnite Love
8939,Betty Jean Lifton
8940,Heidi Angell
8941,Benjamin Richards
8942,Claire Fordham
8943,Sheila Dalton
8944,Rudolf Vrba
8945,David E. Hilton
8946,Kenneth Oppel
8947,Ravelli
8948,Rose Anderson
8949,David A. Santos
8950,Liz Murray
8951,Michael J. Findley
8952,Cynthia Willerth
8953,Rick Yancey
8954,Monique Domovitch
8955,Michael J. Seidlinger
8956,Karl Drobnic
8957,Diane Story
8958,Carol Gambill
8959,Rae   Murphy
8960,KyÅko Okazaki
8961,Cullen Bunn
8962,Chen Lizra
8963,Chris Hedges
8964,Deby Adair
8965,Dante Petrilla
8966,Harivansh Rai Bachchan
8967,K.J. Cruz
8968,Keith McArdle
8969,S.J.  Byrne
8970,J.R. Allison
8971,Sasha Beattie
8972,S.A. Lifeline Foundation
8973,Roumen Bezergianov
8974,Beth Groundwater
8975,Ronald A. Martin Jr.
8976,Conn Iggulden
8977,Carol Fetter
8978,Gordon Basichis
8979,Joseph Rinaldo
8980,Candida Pugh
8981,Heath Samples
8982,Arion Golmakani
8983,Leona J. Atkinson
8984,Brian  Morley
8985,Tae Yun Kim
8986,Lorii Myers
8987,Karin Lowachee
8988,AndrÃ© Jacob
8989,Rose Marie Boyd
8990,Fulton J. Sheen
8991,Marshall Shearer
8992,Judith Furedi
8993,Neisha Nilsen
8994,Dana Hand
8995,Kelsang Gyatso
8996,Nicholas Eftimiades
8997,Stacey Koon
8998,Robin Renee Ray
8999,Katrina Bos
9000,Joe Pemberton
9001,Phil Harwood
9002,P.S. Wright
9003,Mark  Miller
9004,Ronald  Green
9005,Anonymous
9006,George Michael Loughmueller
9007,T.J. Tucker
9008,Spiro Dimolianis
9009,Robert McLiam Wilson
9010,Lori Williams
9011,Mark  Miller
9012,Anne Moody
9013,Nicholas Gage
9014,James N. Rybak
9015,Mark Adam Kaplan
9016,Cynthia Lord
9017,Latif Mercado
9018,Chrys Phillips
9019,Deanna Lynn Sletten
9020,Elizabeth Owen
9021,Patrick SenÃ©cal
9022,Jean Sadro Sontag
9023,James Frey
9024,May Torres
9025,Charles Harper
9026,William Hertling
9027,Kea Alwang
9028,Ben Cromwell
9029,Andrea Busfield
9030,Melanie Dellas
9031,Bryna Kranzler
9032,M.A. Kirkwood
9033,Danyelle Ferguson & Lynn Parsons
9034,Victoria Schwab
9035,Vince Perritano
9036,Joel G. Gomes
9037,Delinda McCann
9038,Sara Donati
9039,Charles Chiyangwa
9040,Troy Lewis
9041,"Jo Durden Smith Jo Durden Smith,Jo Burden Smith"
9042,DeRose
9043,Stephanie Briggs
9044,Nafisa Haji
9045,K. Taylor
9046,Armen Melikian
9047,Dalian Artanian
9048,Helen  Quinn
9049,Elizabeth Zinn
9050,Graham Joyce
9051,S.C. Cunningham
9052,Edward Hays
9053,David Andrew Crawford
9054,Rosey Denise White
9055,Ù…Ø­Ù…Ø¯ Ø³Ø§Ù„Ù… Ø¹Ø¨Ø§Ø¯Ø©
9056,Emma Leigh Reed
9057,H.M. Ward
9058,Christina Lufkin
9059,Ø³Ù„Ø·Ø§Ù† Ø¨Ù† Ù…Ø­Ù…Ø¯ Ø§Ù„Ù‚Ø§Ø³Ù…ÙŠ
9060,Brandi Salazar
9061,Isobel Blackthorn
9062,William J. Booth
9063,M. Edward McNally
9064,Pollyanna Darling
9065,James Patrick Brotherton
9066,Dick Couch
9067,Ruby Side Thompson
9068,Scott  Massey
9069,Bryan Mark Urbsaitis
9070,Daniel  Grant
9071,Yaroslav Trofimov
9072,Stephen Dando-Collins
9073,Ted Dekker
9074,Roald Dahl
9075,Hope Welsh
9076,Ira Teller
9077,Henry Makow
9078,Kathleen Papajohn
9079,Annabelle R. Charbit
9080,Angela M. Hudson
9081,Guy Gavriel Kay
9082,Stephanie Nielson
9083,Jon Reisfeld
9084,David David Katzman
9085,Tara Hudson
9086,Jennifer A. Wheatley-Wolf
9087,Z.A. Recht
9088,Pensioner Fellow of Churchill College Cambridge Emeritus Professor of English and Comparative Litera
9089,Giuseppe Bianco
9090,Mia DiDio
9091,Melyssa Williams
9092,M.G. Edwards
9093,Daniel  Coleman
9094,Alex  Ross
9095,Jo Maeder
9096,Dalton Giesick
9097,Jo-Anne L. Russell
9098,Nell McCafferty
9099,Ted Dekker
9100,Frank Olvera
9101,Rayvon L. Browne
9102,Flow Wellington
9103,Anne Tibbets
9104,Joel Schwan
9105,Dave  Hill
9106,Sapphire Phelan
9107,J.V. Petretta
9108,Peter Watson
9109,Rudy Mazzocchi
9110,Lili Almog
9111,Bethany Crandell
9112,Terri Ann Armstrong
9113,Leymah Gbowee
9114,Maritess Emborgo
9115,Laurie Lee
9116,Sarah Hall
9117,Hooked on Phonics
9118,Joyce Meyer
9119,Michael Collins
9120,Ronnie C. Dawson
9121,Jill Treadwell
9122,Geoff Brown
9123,Omar Gasca
9124,Edna Stewart
9125,Mary Dorothy dL. Jose
9126,Mohammed Abdel-Mohsen
9127,MyraLee Nowell
9128,Sam L. Pfiester
9129,Mechi Renee
9130,Anonymous
9131,Alan Aronoff
9132,Joseph Pignataro
9133,John H. Sailhamer
9134,_Anonym
9135,Feather Stone
9136,K.J. Bishop
9137,Damon Ferrell Marbut
9138,Eliza Mada Dalian
9139,Gerrie Ferris Finger
9140,Ketaki Patwardhan Nirkhi
9141,Richard D. Propes
9142,Chris Rakunas
9143,Reilly Woodhouse
9144,Anonymous
9145,Abrielle Jones
9146,Karen Marie Hart
9147,Payal Roy
9148,Ray Bradbury
9149,Patricia Polacco
9150,Tia Dani
9151,YÅko Maki
9152,Roger Thurow
9153,Nick   James
9154,Mike Pomery
9155,Timothy Allen Smith
9156,Michael Esslinger
9157,Tony Bond
9158,Martin  Hopkins
9159,Rasana Atreya
9160,Kellie Elmore
9161,Darren Hogarth
9162,Bryce Courtenay
9163,Murdo Morrison
9164,Mariecor Ruediger
9165,Sagarika Chakraborty
9166,T.M. Gaouette
9167,Holly Black
9168,Shay Dawkins
9169,W.G. Hill
9170,F. Kefa Sempangi
9171,Ralph L. Angelo Jr.
9172,Naomi Reed
9173,Brad Thor
9174,Katharine Butler Hathaway
9175,Aashna Gill
9176,J. McFate
9177,Rich DiSilvio
9178,Paul Andrulis
9179,Jonathan Anthony Burkett
9180,J.C. Lamont
9181,Shane Stilson
9182,C.B. Brooks
9183,Amy Surprenant
9184,Beverly S. Harless
9185,Heather  Anderson
9186,Ramzy Baroody
9187,Jenny Twist
9188,Jorge Luis Borges
9189,Chris   Howard
9190,Djana Fahry
9191,John Flanagan
9192,Rafael Yglesias
9193,Dr. Bee
9194,Chriscinthia Blount
9195,Noah Beck
9196,Paul H. Yarbrough
9197,Jess Richards
9198,Maryanna Hardy
9199,James Ramsey Ullman
9200,Pamela S. Valerio
9201,Margaret Anne Barnes
9202,William Corlett
9203,Robin Silverman
9204,Debra Benson
9205,Charlene A. Wilson
9206,Richie Havens
9207,Robert Hookey
9208,Marine di Frontis
9209,Emily Guido
9210,Robert A. Searles
9211,Mark Z. Danielewski
9212,Mircea Eliade
9213,David Jacks
9214,Jonathan Faia
9215,Peter Kreeft
9216,Chrissy Peebles
9217,Sharon Stockwell
9218,Rupali Rajopadhye Rotti
9219,Douglas Adams
9220,James C. Collins
9221,Shalini Boland
9222,Kate Worth
9223,Kevin Weinberg
9224,R.L. Parish
9225,Alex Kershaw
9226,Victoria Ley
9227,Michael Pignataro
9228,Graham Diamond
9229,Katerina Kostaki
9230,Peter Kay
9231,Robert V. Taylor
9232,Sara Webb Quest (S.W. Quest)
9233,MacKenzie Knight
9234,Sumeet Jain
9235,Dustin W. Bradshaw
9236,Deepak Chopra
9237,J.M. Porup
9238,Sreejit Poole
9239,Khaalidah Muhammad-Ali
9240,Elizabeth Berg
9241,R.F. Delderfield
9242,Libby Andrew
9243,Linda Kendall McLendon
9244,Ellie Porte Parker
9245,Timothy Kurek
9246,Leah Huntsman
9247,Ilyan Kei Lavanway
9248,Frederick Exley
9249,Margaret Atwood
9250,Billie Sue Mosiman
9251,Melinda Clark
9252,Cesar Nascimento
9253,Donna VanLiere
9254,Eline Santos
9255,James R. Bottino
9256,Dean Koontz
9257,Philippa Gregory
9258,Marie Astor
9259,B.J. Webster
9260,Marcelle Bartolo-Abela
9261,Lori Hart Beninger
9262,Anna Keesey
9263,Franz Kafka
9264,Karl Greenberg
9265,Gloria Steinem
9266,Lyndsay Faye
9267,Akintomide Ifedayo Adigwe
9268,Tatsuhiko Takimoto
9269,Milenko S. Milanovic
9270,Kelly  Moore
9271,Julie Crabtree
9272,John Barylick
9273,Mary of Agreda
9274,Scott Andrews
9275,Shannon Eckrich
9276,Fourat Janabi
9277,Errol Flynn
9278,Dave Kish
9279,Laura Taylor
9280,colin-campbell
9281,Vinicio Ortiz
9282,James Madison
9283,A.R. Yoba
9284,Michelle RenÃ©e Chudy
9285,Teresa  Smith
9286,Fateh Emam
9287,Evren Sener
9288,Christine  Johnson
9289,C.J. Roberts
9290,Luke Benjamen Kuhns
9291,Tony Volpentest
9292,Fred SchÃ¤fer
9293,Bob E.  Sherman
9294,John Hall
9295,Kevin J. Niemi
9296,Anonymous
9297,Raina C. Smith
9298,Parvati (Fran) Rosen-Bizberg
9299,Beth  Ward
9300,Jessica  Miller
9301,Arthur Broomfield
9302,Niki Bhatia
9303,Noah M. Walton
9304,Jerry Camery-Hoggatt
9305,Lisa Collicutt
9306,Jennifer Ann
9307,John  Basil
9308,M.K. Hume
9309,Tristine Rainer
9310,Peter O'Mahoney
9311,R.M. ArceJaeger
9312,Guillermo Galvan
9313,Hammed Al-Tamimi
9314,Bethany Williams
9315,Christina Hamlett
9316,Justin Sirois
9317,Sarah Orne Jewett
9318,Erin Spineto
9319,Charles Bukowski
9320,Beth Louise
9321,Anthony Trollope
9322,R.S. Vern
9323,Shaheen Ashraf-Ahmed
9324,Rudra Kapalin
9325,Kevin Powers
9326,Anonymous
9327,Tabatha Vargo
9328,I.B. Opene
9329,Gavin Gaile
9330,Blanca Beyar
9331,Dave   Lindsay
9332,Richard Krawiec
9333,Cathy Scott
9334,Con Template
9335,Nel Ashley
9336,Lucia  Adams
9337,Todd Miles
9338,Ruth Watson-Morris
9339,Peggy Kopman-Owens
9340,FrÃ©dÃ©ric Bastiat
9341,Laura Weakley
9342,Richard Reich
9343,Nathacha Appanah
9344,Janet Angelillo
9345,Stuart Reid
9346,David R.  Williams
9347,Beth Burnett
9348,Catherine Wolffe
9349,Atlas Jordan
9350,Stephanie Mayfield
9351,David Earle
9352,Suzanne Jauchius
9353,Riel Nason
9354,P.K. Silverson
9355,Christine Lewry
9356,Stella Oladiran
9357,Stephen Roscoe Cooper
9358,Fred Coleman
9359,Leora Cika Waldman
9360,Allen Anderson
9361,T. TaJuan Mercer
9362,Mark    Mills
9363,Robert Koppel
9364,Susanna Fantich
9365,LeAnn Beck
9366,Dwight W. Read
9367,Matt Ponticello
9368,Stephanie E. Rawle
9369,Elizabeth Reyes
9370,T. William Watts
9371,J. Andrew Taylor
9372,Brian Bolin
9373,Marco Santini
9374,Lynne Constantine
9375,April Wood
9376,Gary  Beene
9377,Ikechukwu Joseph
9378,Michael Lane
9379,Michael E. Register
9380,Julius Evola
9381,Robert C. Worstell
9382,James Rollins
9383,J.M.K. Walkow
9384,Makaila Renee
9385,Daniel Quinn
9386,John  Dodsworth
9387,William D. Writer
9388,Ann Brady
9389,Ø¹Ø¨Ø§Ø³ Ù…Ø­Ù…ÙˆØ¯ Ø§Ù„Ø¹Ù‚Ø§Ø¯
9390,Mary R. Arnold
9391,John Sladek
9392,"Patricia Bragg, Paul C.; Bragg"
9393,Fida R. Abbott
9394,Thomas Maltman
9395,L.B. Sommer
9396,Chad Huskins
9397,Anna Solding
9398,Jessica Valenti
9399,Edgar Allan Poe
9400,Siddharth Shrotriya
9401,Philipp Meyer
9402,Ricky Lee
9403,Denise LaBarre
9404,David Wallace Fleming
9405,Heather J. Holland
9406,Jane Kirkpatrick
9407,Byron Suggs
9408,Kirti Krishna
9409,Zoran MilivojeviÄ‡
9410,Winsome Campbell-Green
9411,John Hively
9412,Danna Pycher
9413,Grace R. Duncan
9414,Taylor Berke
9415,Ù…Ø­Ù…Ø¯ Ø§Ù„ØºØ²Ø§Ù„ÙŠ
9416,Andrew Lam
9417,Nandanar
9418,Alysun Sanders
9419,David Nevin
9420,Jerry Beller
9421,Arthur Conan Doyle
9422,Linda Dillow
9423,Katherine Vogel
9424,James N. McKean
9425,David  Logan
9426,Moniqua Sexton
9427,Anthony Carinhas
9428,Preeti Singh
9429,Travis Stinnett
9430,Craig  Stone
9431,Roger Whittlesey
9432,Emily Liebert
9433,Adrian Finkelstein
9434,Christian Baloga
9435,Ryleigh Berkenpas
9436,Amanda Coplin
9437,Fernando Lachica
9438,Faruk Nadkar
9439,Barbara
9440,S.A. Hunt
9441,James Funfer
9442,Justin Villanueva
9443,John R. Thayer
9444,D.M. Jarrett
9445,Mator Adol Mawien
9446,Paul Haston
9447,Lucy Erber
9448,Karen Tyrrell
9449,Thomas     Quinn
9450,AndrÃ© Brink
9451,Doug Dillon
9452,Deborah Beatty
9453,Becca Lee Nyx
9454,Fred Waitzkin
9455,Alla Danishevsky
9456,Eduardo Sacheri
9457,Katharine  Barrett
9458,Scott Talbot Evans
9459,Michelle Muto
9460,Marilyn Dieckmann
9461,JohnA Passaro
9462,Calvin Wade
9463,Jean Rhys
9464,Marius Croeser
9465,Yvonne Ryves
9466,Elisabeth Hasselbeck
9467,William G. Borchert
9468,Dee Lestari
9469,Cornelia Funke
9470,Nicole  Banks
9471,Dawn LaBuy-Brockett
9472,Swami Bhashyananda
9473,William Roper
9474,Maximilian von Ah
9475,Jeff Bibbey
9476,Mark     Baker
9477,Dwayne Raymond
9478,Dream Grace
9479,Lloyd Gregg
9480,Cheryl Waiters
9481,Vikram Joshi
9482,Rasa AÅ¡kinytÄ—
9483,John Tracy Wilson
9484,Esham Abdul Giles
9485,Michael Hardt
9486,Julie Krantz
9487,Renee Pawlish
9488,Geza Tatrallyay
9489,Willett Thomas
9490,Hillary Thompson
9491,Angelo M. Swinson
9492,Eddie  Campbell
9493,Stan Lauryssens
9494,Juan Luis Ortiz Hidalgo
9495,Ryan  Fleming
9496,Marc Stock
9497,"Arey, Jordan"
9498,Casey Sean Harmon
9499,Caite Kelly
9500,Thierry Maugenest
9501,Beverley Hollowed
9502,Marcelle Bartolo-Abela
9503,Burgs
9504,Danica Winters
9505,Mschell
9506,Peter Kump
9507,Lawrence  Cramer
9508,Piper Kay
9509,Siri Mitchell
9510,Stacey T. Hunt
9511,Ruskin Bond
9512,M.A. Bookout
9513,Melissa     Collins
9514,DVM Mildred a. Drost
9515,Alexander G. Valley
9516,Lee Vidor
9517,Yosef Mendelevitz
9518,Dawid Rubinowicz
9519,Ryan Tyler Palmer
9520,Alex Ko
9521,Gaye BoralÄ±oÄŸlu
9522,Deborah Ann
9523,Derrick Jensen
9524,David Fuentes
9525,Pet Torres
9526,Rivera Sun
9527,Julia Hughes
9528,Laura Whitcomb
9529,Quinn Loftis
9530,Elias Canetti
9531,Paul Stewart
9532,Caroline A. Shearer
9533,Carla Golian
9534,J.W. Baccaro
9535,Robert Chavanac
9536,Jenny Fiore
9537,Phillip Hatfield
9538,Will Elliott
9539,James R. Lucas
9540,Amanda Laurie
9541,M.J. Rose
9542,Carla J. Hanna
9543,MercÃ¨ Rodoreda
9544,Chancellor Moore
9545,Debi Cimo
9546,James B. McPike
9547,Irving Karchmar
9548,Paola Sanjinez
9549,Helena Sorensen
9550,Dragos Voicu
9551,Paula M. Youmell
9552,Brittany Comeaux
9553,Eliyahu M. Goldratt
9554,Robert   Sheppard
9555,Richard D. Baris
9556,A.B. Shepherd
9557,Atiq Rahimi
9558,Christine Wade
9559,William R. Flowers
9560,Johanna Andrews
9561,Dylan Thrasher
9562,Ellie Campbell
9563,Antoine Laurier Harding
9564,Carl Sandburg
9565,Kunal Mukherjee
9566,ÙˆØ§Ø¦Ù„ Ø±Ø¯Ø§Ø¯
9567,Rachel RenÃ©e Russell
9568,Stevie Henden
9569,Nanda Broer
9570,Ø«Ø±ÙˆØª Ø§Ù„Ø®Ø±Ø¨Ø§ÙˆÙŠ
9571,A.B. McKinley
9572,MÃ³r JÃ³kai
9573,Carmen Stefanescu
9574,Craig E. Betson
9575,Maggi Summerhill
9576,John  Curran
9577,Deborah Leitch
9578,Larry Correia
9579,Gene Wolfe
9580,D.L. Smith
9581,Jennifer Raygoza
9582,Anuja Chauhan
9583,Sylvia Meier
9584,R.A.  White
9585,Angela L. Spade
9586,Rupansh Gupta
9587,Lyneal Jenkins
9588,Gloria Parker
9589,James Davies
9590,Robin  Murphy
9591,Mordecai Richler
9592,George Dawson
9593,Phil Wohl
9594,Amin Maalouf
9595,Carolyn Chute
9596,L.L. Hansen
9597,L.A. Lachapelle
9598,Sylvia Browne
9599,Deanna Miller
9600,Lesleyanne Ryan
9601,Anne  Carlisle
9602,Paul R. Lipton
9603,Max Heindel
9604,George Seyfried
9605,Eugene O'Kelly
9606,Irwin Shaw
9607,Ruskin Bond
9608,George R.R. Martin
9609,V.R. Avent
9610,Shelley Lee Riley
9611,Miroslav KrleÅ¾a
9612,Alice Fulton
9613,Nihar Suthar
9614,Widad Akreyi
9615,Cass J. McMain
9616,V.S. Naipaul
9617,Kevin McLeod
9618,Irina Argo
9619,Abdullah Gymnastiar
9620,Tiffanie DeBartolo
9621,Jean Marie Perez
9622,Kim Hotzon
9623,Beth Fred
9624,Rayven T. Hill
9625,Sachin Garg
9626,Krishna Bhatt
9627,Joan St
9628,Mary Pauline Lowry
9629,Luis SepÃºlveda
9630,Allison Leotta
9631,Stephen B. Pearl
9632,Kelly Bennett
9633,Backwoods
9634,Marian  Powell
9635,Leigh M. Lane
9636,Dawn Kimberly Johnson
9637,James Lincoln Collier
9638,Charlie Flowers
9639,Eva McCall
9640,E'yen A. Gardner
